State | City | Name | Description
NEW YORK | NEW YORK CITY | MRS. GEORGE R. SCHIEFFELIN (Julia M. Delaplaine).—Inherited from John W. Delaplaine, a fortune made in shipping and rise in real estate.
NEW YORK | NEW YORK CITY | HENRY M. SCHIEFFELIN.—Wholesale drugs; and rise in value of real estate, in which he had large investments.
NEW YORK | NEW YORK CITY | ELIHU SPICER (of C. H. Mallory & Co.).—Made in steam shipping and merchandising.
NEW YORK | NEW YORK CITY | MRS. SCHLEY.—Inherited from her first husband, Henry Keep. Made in railroads, especially in the Michigan Southern.
NEW YORK | NEW YORK CITY | FRANCIS S. STREET.—Publishing “The New-York Weekly,” a story paper.
NEW YORK | NEW YORK CITY | ROBERT R. STUYVESANT.—By advance in the value of the real estate left by his great-grandfather, the last Dutch Captain-General of New-York.
NEW YORK | NEW YORK CITY | RUTHERFORD STUYVESANT.—Inherited from the Stuyvesant estate. Made in real estate.
NEW YORK | NEW YORK CITY | GERARD STUYVESANT.—Made in inherited real estate.
NEW YORK | NEW YORK CITY | MRS. MARIETTA REED STEVENS.—From her husband, Paran Stevens. Made in hotel keeping, and rise in value in real estate. Had over a million of real estate. He had the Fifth Avenue Hotel in New-York, the Continental in Philadelphia, and the Tremont and Revere hotels in Boston.
NEW YORK | NEW YORK CITY | GEORGE S. SCOTT.—Railroads, Wall Street, insurance, etc.
NEW YORK | NEW YORK CITY | MRS. SCOVILLE.—From her father, Judge James J. Roosevelt.
NEW YORK | NEW YORK CITY | MRS. FLORENCE SUTTON (wife of James P. Sutton).—From her father, Rowland H. Macy, the dry-goods merchant.
NEW YORK | NEW YORK CITY | J. P. SPAULDING.—Merchandising and shipping.
NEW YORK | NEW YORK CITY | JOSEPH STICKNEY.—Made in dealing in coal.
NEW YORK | NEW YORK CITY | HENRY F. SPAULDING.—Drygoods commission business; and investments. Director in the Central Trust Company; Continental Insurance Company; Mechanics’ National Bank; and has other interests.
NEW YORK | NEW YORK CITY | JAMES SWANN (of Inman, Swann & Co.).—Cotton commission business and railroads. Director in the East Tennessee, Virginia and Georgia Railroad; Knoxville and Ohio Railroad; and many other Southern railroads.
NEW YORK | NEW YORK CITY | MRS. CHARLES D. STICKNEY (Helen Reade Hamersley).—Inherited real estate and advance in value thereof.
NEW YORK | NEW YORK CITY | ROBERT SCHELL.—Partly inherited from his brother, Augustus Schell. Made in railroads, banking, and other investments. Robert Schell is president of the National Bank of the Metropolis. Director in the German Savings Bank; New-York and Harlem Railroad; etc.
NEW YORK | NEW YORK CITY | EDWARD SCHELL.—Inherited from Augustus Schell, his brother. Made in railroads, banking, etc. President of the Manhattan Savings Institution, etc., etc. Director in the Manhattan Life Insurance Company, Union Trust Company, Citizen’s Bank, Butchers’ and Drovers’ Bank and Third National Bank. Treasurer of St. Luke’s Hospital, St. John’s Guild and the American Institute.
NEW YORK | NEW YORK CITY | JACOB H. SCHIFF (of Kuhn, Loeb & Co.).—Private banking and investments. Director in the Louisville and Nashville Railroad; and has other interests.
NEW YORK | NEW YORK CITY | MRS. MARY MACRAE STUART.—From her husband, Robert L. Stuart, who made a large fortune in the manufacturing of candy, first, then in refining sugar, and in investments in real estate. He left about $5,000,000, of which $1,250,000 was in real estate.
NEW YORK | NEW YORK CITY | ALEXANDER STUART.—Made in the manufacture of candy, refining sugar, and investments in real estate. He left it all to his brother Robert.
NEW YORK | NEW YORK CITY | CHARLES F. SCHMIDT (of Charles F. Schmidt & Peters).—Importing wines and liquors.
NEW YORK | NEW YORK CITY | WILLIAM SCHLESINGER (of Schlesinger Brothers).—Merchandising iron ores.
NEW YORK | NEW YORK CITY | WILLIAM STEINWAY (of Steinway & Sons).—Manufacturing pianos, investments in banks, etc. Director in the German Savings Bank, and has various other interests.
NEW YORK | NEW YORK CITY | CONRAD STEIN.—Made in brewing and real estate. Director in the Germania Bank.
NEW YORK | NEW YORK CITY | JOHN H. SWEETSER (of Sweetser, Pembrook & Co.) | Drygoods at wholesale.
NEW YORK | NEW YORK CITY | EFFINGHAM B. SUTTON (of Sutton & Co.) | First in drygoods, but chiefly in Sutton’s line of sailing clippers in the ocean freighting of the world.
NEW YORK | NEW YORK CITY | JACKSON S. SCHULTZ | Tanning and leather.
NEW YORK | NEW YORK CITY | BARONESS DE SEILLIERE (formerly Mrs. Charles F. Livermore) | From her first husband, a banker and real estate owner.
NEW YORK | NEW YORK CITY | THOMAS SUNDERLAND | Law practice in California, first, and investments.
NEW YORK | NEW YORK CITY | EDWIN H. SHELDON | Made in railroads and large investments in real estate.
NEW YORK | NEW YORK CITY | LOUISIANA ST. JOHN | This extremely rich woman’s wealth may be said to have come largely by gift and rise in value of real estate.
NEW YORK | NEW YORK CITY | PRINCESS SCHEY-MONTBELIARD (Winnaretta Singer) | From her father, Isaac M. Singer, and made in the manufacture of the Singer sewing machine. She lives in France.
NEW YORK | NEW YORK CITY | THOMAS U. SMITH | Made a start in merchandising, and added to his fortune as president of the Mercantile Trust Company and by investments in real estate.
NEW YORK | NEW YORK CITY | JONAS STRAUSS | Made a large fortune, first in drygoods and clothing in Rochester N. Y., then in general drygoods in New-York City.
NEW YORK | NEW YORK CITY | JOHN B. SIMPSON | Inherited from his father, William Simpson, and his uncle, John B. Simpson. They came to this country, from England in 1822 and founded the pawn brokerage business, which they pursued for upward of half a century, investing their profits principally in real estate on the Bowery and in what was formerly Westchester County. This real estate is now exceedingly valuable.
NEW YORK | NEW YORK CITY | WILLIAM SIMPSON | Inherited from William and John B. Simpson, and made as above explained.
NEW YORK | NEW YORK CITY | MRS. CATHERINE WILSON TAYLOR | From her husband, Moses Taylor, who left an estate of $40,000,000. He began life in importing sugar from Cuba, and bought vessels to employ in the trade. His great wealth was made, however, in the development of the railroads leading from the coal regions of Northern Pennsylvania. He bought a large quantity of stock of the Delaware, Lackawanna and Western Railroad, when it was down to about $5 share during the panic of 1857, and its subsequent increase in value made him enormously wealthy. He also gained control of the Manhattan Gas Light Company in about the same way, and owned largely in the Lackawanna Iron and Coal Company. Had investments in banks and many other companies. He was one of the five men who formed the company to lay the first Atlantic cable.
NEW YORK | NEW YORK CITY | HENRY A. C. TAYLOR | Inherited from Moses Taylor, whose fortune was made as above explained. He is a director in the Delaware, Lackawanna and Western Railroad, National City Bank, etc., etc.
NEW YORK | NEW YORK CITY | GEORGE C. TAYLOR | Inherited from Moses Taylor.
NEW YORK | NEW YORK CITY | CHARLES L. TIFFANY (of Tiffany & Co.) | Manufacture and sale of high-class jewelry and silverware, with investment of savings. Director in the American Surety Company, State Trust Company, and has real estate and other interests.
NEW YORK | NEW YORK CITY | COLONEL WILLIAM P. THOMPSON (formerly of Parkersburg, W. Va.) | Refining, production and transportation of petroleum oil. Director in the United States National Bank, American Pig Iron Storage Warrant Company, National Lead and Oil Company, and has other interests.
NEW YORK | NEW YORK CITY | CHARLES H. TENNY (of Charles H. Tenny & Co., hats, and Tenny & Dupee, hats.) | Commission hats and straw goods. Director of the National Citizens’ Bank, etc.
NEW YORK | NEW YORK CITY | DR. CHARLES A. TINKER | Money made originally in clipper sailing ships. Director in the American District Telegraph Company, American Speaking Telephone Company, Gold and Stock Telegraph Company, Holmes Electric Protective Company, etc., etc.
NEW YORK | NEW YORK CITY | LAWRENCE TURNURE (of Lawrence Turnure & Co.) | Commission shipping, insurance, banking, sugars, and corporations. Director in the Atlantic Mutual Insurance Company, Continental Insurance Company, National City Bank, etc., etc.
NEW YORK | NEW YORK CITY | DANIEL F. TIEMANN (of D. F. Tiemann & Co.) | Merchandising and manufacturing paints.
NEW YORK | NEW YORK CITY | MRS. FLORENCE ADELE TWOMBLY (wife of Hamilton McK. Twombly) | From her father, William H. Vanderbilt, from whom she inherited $10,000,000. Made in railroads.
NEW YORK | NEW YORK CITY | HORACE K. THURBER | Has made a large fortune in the great wholesale grocery and canned goods business established by himself and his brother, Francis B. Thurber, followed by investment of savings in many large enterprises. President of the United States and Brazil Mail Steamship Company and the United States Book Company. Director in the Spokane Falls and Northern Railway, United States Life Insurance Company, Importers and Traders’ National Bank, National Starch Manufacturing Company, Trow City Directory Company, “American Grocer” Publishing Association, Safety Insulated Wire and Cable Company, etc., etc.
NEW YORK | NEW YORK CITY | FRANCIS B. THURBER | Has become very rich in the wholesale grocery and canned goods business with his brother. President of Thurber, Whyland & Co., wholesale grocers. Director in the Condensed Coffee Company, Jackson Cold Drawn Steel Company, etc., etc.
NEW YORK | NEW YORK CITY | FRANK TILFORD (of Park & Tilford) | Made in the wholesale and retail grocery business and investments. They are the principal retail grocery merchants of New-York City.
NEW YORK | NEW YORK CITY | CHARLES E. TILFORD (of Park & Tilford) | Made in the wholesale and retail grocery business.
NEW YORK | NEW YORK CITY | HENRY TALMAGE | Banking and investments.
NEW YORK | NEW YORK CITY | J. MONROE TAYLOR | Made in the manufacture of saleratus and baking soda and real estate.
NEW YORK | NEW YORK CITY | JAMES TALCOTT | Domestic silks and drygoods, commission business, and investments. Director in the National Broadway Bank.
NEW YORK | NEW YORK CITY | WILLIAM TILDEN | Varnish manufacturing.
NEW YORK | NEW YORK CITY | WILLIAM TOEL (of Watjen, Toel & Co.) | Foreign exchange and banking.
NEW YORK | NEW YORK CITY | GENERAL SAMUEL THOMAS (of Brown, Thomas & Co., contractors, and the Thomas Iron Company) | First in manufacturing and coal mining in Central Ohio. Then after 1873 in railroads and coal and iron development in the South. Director in the Texas and Pacific Railway, Western Union Beef Company, Duluth, South Shore and Atlantic Railway, East Tennessee, Virginia and Georgia Railway, Hudson River Ore and Iron Company, Knoxville and Ohio Railroad, Lake Erie and Western Railroad, Memphis and Charleston Railroad, Cincinnati, Jackson and Mackinaw Railroad, Pacific Mail Steamship Company, Texas and Pacific Railway, the Thomas Iron Company, etc., etc.
NEW YORK | NEW YORK CITY | JAMES A. TROWBRIDGE (of Vermilye & Co.) | Private banking and investments.
NEW YORK | NEW YORK CITY | WILLIAM H. TAYLOR | Made in San Francisco in the sale of petroleum, paints, whiskey, etc.
NEW YORK | NEW YORK CITY | FREDERICK B. TAYLOR | Made in San Francisco in the sale of petroleum, paints, whiskey, etc.
NEW YORK | NEW YORK CITY | REVERDY J. TRAVERS | From his father, William R. Travers. Made in Wall Street.
NEW YORK | NEW YORK CITY | WILLIAM R. TRAVERS, JR. | From his father, William R. Travers. Made in Wall Street.
NEW YORK | NEW YORK CITY | WILLIAM TURNBULL | Railroads.
NEW YORK | NEW YORK CITY | GIDEON TUCKER | Rise in value of a large quantity of real estate in the vicinity of Tenth and Twelfth sts., Fifth-ave. and the Bowery.
NEW YORK | NEW YORK CITY | MRS. DANIEL TORRANCE | Inherited from Commodore Vanderbilt, her father, and from her husband. Made in railroads and importation of tea.
NEW YORK | NEW YORK CITY | MRS. KATE L. TERRY | Inherited from Juan Pedro Terry, her husband. Made in coffee and sugar-raising in Cuba and investments in real estate and stocks here.
NEW YORK | NEW YORK CITY | ANTONIO TERRY | Inherited from Juan Pedro Terry. Made as above.
NEW YORK | NEW YORK CITY | HENRY G. TREVOR | From his father, John R. Trevor. Made in banking, railroads and stocks.
NEW YORK | NEW YORK CITY | ERASTUS D. TEFFT | Made in wholesale drygoods and real estate investments.
NEW YORK | NEW YORK CITY | MRS. EMILY THORN (widow of William K. Thorn) | From the Vanderbilt estate. Made in railroads.
NEW YORK | NEW YORK CITY | JONATHAN THORNE (of J. & W. Thorne) | Largely inherited from his father, Jonathan Thorne. Made in merchandising, in tanning and leather and investments in banks, gas companies, railroads, etc.
NEW YORK | NEW YORK CITY | WILLIAM THORNE (of J. & W. Thorne) | Largely inherited from his father, Jonathan Thorne. Made in merchandising, in tanning and leather, and investments in banks, gas companies, railroads, etc.
NEW YORK | NEW YORK CITY | L. MORTIMER THORN | Made a million by the discovery of a fast dye for calico.
NEW YORK | NEW YORK CITY | EDWIN THORNE | Largely inherited. Merchandising drygoods first, then tanning leather, and investments in gas, street railroads, etc.
NEW YORK | NEW YORK CITY | SAMUEL THORNE | Largely inherited. Made in the tanning and leather business, real estate, gas, street railroads and other investments. Director in the Sixth Avenue Railroad, Hanover Fire Insurance Company, Pennsylvania Coal Company, Bank of America, New-York Mutual Gaslight Company, etc.
NEW YORK | NEW YORK CITY | EDWARD N. TAILER | Importing and merchandising drygoods.
NEW YORK | NEW YORK CITY | MRS. AGNES TAILER (wife of Edward N. Tailer) | From her father, Thomas Suffern, importing merchant and investor in real estate.
